ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-09-26T17:39:59Z,android,212560,IN,223.233.72.193,Halki Si Barsaat,Saaj Bhatt,Halki Si Barsaat,spotify:track:0YxzH0SUc10Vw4yLFqU06I,,,,,,,,trackdone,trackdone,False,False,False,1695749786,False
2023-09-26T17:43:01Z,android,2841,IN,223.228.195.104,Samandar Saraab,Madhur Sharma,Samandar Saraab,spotify:track:5JhEbFzEabajG9bRQ5jJpm,,,,,,,,trackdone,logout,False,False,False,1695749999,False
2023-09-27T15:49:26Z,android,14385,IN,223.228.195.104,Samandar Saraab,Madhur Sharma,Samandar Saraab,spotify:track:5JhEbFzEabajG9bRQ5jJpm,,,,,,,,appload,endplay,False,True,False,1695829753,False
2023-09-27T15:51:38Z,android,133305,IN,223.228.195.104,Iraaday,Rovalio,Iraaday,spotify:track:6qrifdo7QINdPQr80IelGi,,,,,,,,playbtn,endplay,False,True,False,1695829768,False
2023-09-27T15:55:40Z,android,228000,IN,223.228.195.104,Ye Pyar Nahi To Kya Hai,Rahul Jain,Ye Pyar Nahi To Kya Hai,spotify:track:0MNgTp3FLtbPiCvrG8lsru,,,,,,,,clickrow,endplay,False,True,False,1695829914,False
2023-09-27T15:55:50Z,android,8899,IN,223.228.195.104,Dil Deewana,Sagar Kalra,Dil Deewana,spotify:track:6toZIttVTq28b6YprzBeYA,,,,,,,,trackdone,backbtn,False,True,False,1695830142,False
2023-09-27T15:59:50Z,android,226956,IN,223.228.195.104,Ye Pyar Nahi To Kya Hai,Rahul Jain,Ye Pyar Nahi To Kya Hai,spotify:track:0MNgTp3FLtbPiCvrG8lsru,,,,,,,,backbtn,fwdbtn,False,True,False,1695830152,False
2023-09-27T15:59:52Z,android,1568,IN,223.228.195.104,Dil Deewana,Sagar Kalra,Dil Deewana,spotify:track:6toZIttVTq28b6YprzBeYA,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695830392,False
2023-09-27T15:59:54Z,android,1977,IN,223.228.195.104,Jab Koi Baat - Recreated Version,Rahul Jain,Jab Koi Baat,spotify:track:4QNK4GgqikgbAX4jthAwAZ,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695830393,False
2023-09-27T15:59:55Z,android,901,IN,223.228.195.104,Tere Sath Mein,Ajit Kale,Tere Sath Mein,spotify:track:0xtPojtH8EAgLOP7J6vTV1,,,,,,,,fwdbtn,backbtn,False,True,False,1695830396,False
2023-09-27T15:59:56Z,android,23,IN,223.228.195.104,Jab Koi Baat - Recreated Version,Rahul Jain,Jab Koi Baat,spotify:track:4QNK4GgqikgbAX4jthAwAZ,,,,,,,,backbtn,fwdbtn,False,True,False,1695830397,False
2023-09-27T15:59:57Z,android,546,IN,223.228.195.104,Tere Sath Mein,Ajit Kale,Tere Sath Mein,spotify:track:0xtPojtH8EAgLOP7J6vTV1,,,,,,,,fwdbtn,backbtn,False,True,False,1695830397,False
2023-09-27T15:59:57Z,android,679,IN,223.228.195.104,Jab Koi Baat - Recreated Version,Rahul Jain,Jab Koi Baat,spotify:track:4QNK4GgqikgbAX4jthAwAZ,,,,,,,,backbtn,backbtn,False,True,False,1695830398,False
2023-09-27T16:00:01Z,android,3596,IN,223.228.195.104,Dil Deewana,Sagar Kalra,Dil Deewana,spotify:track:6toZIttVTq28b6YprzBeYA,,,,,,,,backbtn,endplay,False,True,False,1695830399,False
2023-09-27T16:00:06Z,android,4896,IN,223.228.195.104,Saware,Pritam,Phantom,spotify:track:1juJ3mwsFerctbngtK42G4,,,,,,,,clickrow,endplay,False,True,False,1695830403,False
2023-09-27T16:02:37Z,android,151846,IN,223.228.195.104,Maula Mere Maula - LoFi,Roop Kumar Rathod,Lofi Chill Mix,spotify:track:6ADWx96oMSjxmIazETmCex,,,,,,,,clickrow,endplay,False,True,False,1695830408,False
2023-09-27T16:02:49Z,android,9020,IN,223.228.195.104,Tum Hi Ho (Lofi Mix),Coffeekids,Tum Hi Ho (Lofi Mix),spotify:track:6RWcPci2JxaRr3HE1OadI3,,,,,,,,trackdone,fwdbtn,False,True,False,1695830560,False
2023-09-27T16:02:57Z,android,7267,IN,223.228.195.104,Dilko Tumse Pyaar Hua - Lofi,Roop Kumar Rathod,Hindi Slowed Reverb Bollywood Lofi,spotify:track:2yPDZH5ecAkMk3Bk6GNMIj,,,,,,,,fwdbtn,endplay,False,True,False,1695830571,False
2023-09-27T16:06:08Z,android,192000,IN,223.228.195.104,Jaadugar,Paradox,Mtv Hustle 2.0,spotify:track:4ujToRFWb3C8tdPkmVPwu2,,,,,,,,clickrow,endplay,False,True,False,1695830579,False
2023-09-27T16:06:19Z,android,9027,IN,223.228.195.104,Tere Nainon Mein,The Bilz & Kashif,The Trinity,spotify:track:3OhyYFXr9EDgQcOW1SqCKS,,,,,,,,trackdone,endplay,False,True,False,1695830771,False
2023-09-27T16:09:02Z,android,163448,IN,223.228.195.104,DIN TE RAAT,Fukra Insaan,DIN TE RAAT,spotify:track:7ijIj0jqCaXS0Y76cS4hGG,,,,,,,,clickrow,endplay,False,True,False,1695830781,False
2023-09-27T16:09:07Z,android,4151,IN,223.228.195.104,Tere Sath Mein,Ajit Kale,Tere Sath Mein,spotify:track:0xtPojtH8EAgLOP7J6vTV1,,,,,,,,trackdone,fwdbtn,False,True,False,1695830945,False
2023-09-27T16:09:14Z,android,5864,IN,223.228.195.104,Kyun,Aastha Gill,Kyun,spotify:track:5FsqQpWVPzhDfnyNqU2Og7,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695830950,False
2023-09-27T16:09:17Z,android,2425,IN,223.228.195.104,O Re Piya (Unplugged),Ashish Khandal,O Re Piya (Unplugged),spotify:track:712WruCNIKE9WMS83FjVss,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695830955,False
2023-09-27T16:09:19Z,android,23,IN,223.228.195.104,Dil Deewana,Sagar Kalra,Dil Deewana,spotify:track:6toZIttVTq28b6YprzBeYA,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695830959,False
2023-09-27T16:09:21Z,android,2137,IN,223.228.195.104,TUM MERE 2,Fukra Insaan,TUM MERE 2,spotify:track:3fYlMVGktC2ndxQxf476fm,,,,,,,,fwdbtn,endplay,False,True,False,1695830961,False
2023-09-27T16:10:49Z,android,81003,IN,223.228.195.104,Zehen,Mitraz,Zehen,spotify:track:15Hh48XELbgkS3HQUC2hUq,,,,,,,,clickrow,logout,False,False,False,1695830963,False
2023-09-27T16:43:00Z,android,5467,IN,223.228.195.104,Zehen,Mitraz,Zehen,spotify:track:15Hh48XELbgkS3HQUC2hUq,,,,,,,,appload,endplay,False,True,False,1695832975,False
2023-09-27T16:55:20Z,android,126280,IN,223.233.72.214,Rabba Janda (Lo-Fi Chill),Ank,Rabba Janda (Lo-Fi Chill),spotify:track:0zX77F5n5opZloal8wZDPP,,,,,,,,clickrow,logout,False,False,False,1695832982,False
2023-09-28T06:31:25Z,android,188370,IN,223.233.72.214,Rabba Janda (Lo-Fi Chill),Ank,Rabba Janda (Lo-Fi Chill),spotify:track:0zX77F5n5opZloal8wZDPP,,,,,,,,appload,trackdone,False,False,False,1695882288,False
2023-09-28T06:32:20Z,android,24598,IN,223.233.72.214,Zindagi Mein Koi Kabhi,Amit,Zindagi Mein Koi Kabhi,spotify:track:6mjogbgUJmypMhWeJM8J89,,,,,,,,trackdone,fwdbtn,False,True,False,1695882714,False
2023-09-28T06:32:22Z,android,2374,IN,223.233.72.214,Tanha,Ahyan Zahid,Tanha,spotify:track:48bnm44eXMbrGD8wCK7Jcw,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695882740,False
2023-09-28T06:32:25Z,android,2088,IN,223.233.72.214,Suna Hai Aangan (Guru Vidai Song),Vicky D. Parekh,Suna Hai Aangan (Guru Vidai Song),spotify:track:2xz6Ng7ZxUlysUdtF1EAy7,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695882743,False
2023-09-28T06:32:29Z,android,3886,IN,223.233.72.214,Naino Ki,Siddharth Rao,Naino Ki,spotify:track:3wO0XZDR15yOZRJdb5U4x2,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695882746,False
2023-09-28T06:32:41Z,android,3660,IN,223.233.72.214,Zikar Tera Ho Raha,Gaurav Mali,Zikar Tera Ho Raha,spotify:track:3cvI9cdphvt6TLMTiRZ1Im,,,,,,,,fwdbtn,endplay,False,True,False,1695882750,False
2023-09-28T06:45:00Z,android,198914,IN,223.233.72.214,O Saathi,Atif Aslam,"O Saathi (From ""Baaghi 2"")",spotify:track:6fScgF2Y63ScU73nYju0ny,,,,,,,,clickrow,endplay,False,True,False,1695882762,False
2023-09-28T06:45:19Z,android,16204,IN,223.233.72.214,,,,,Rabba Janda -1,Rabba Janda-1,spotify:episode:57Gw3CsoEgQaYPZ33OND3G,,,,,playbtn,endplay,False,True,False,1695883502,False
2023-09-28T06:45:29Z,android,10308,IN,223.233.72.214,Rabba Janda (Lo-Fi Chill),Ank,Rabba Janda (Lo-Fi Chill),spotify:track:0zX77F5n5opZloal8wZDPP,,,,,,,,playbtn,endplay,False,True,False,1695883520,False
2023-09-28T06:47:42Z,android,133305,IN,223.233.72.214,Iraaday,Rovalio,Iraaday,spotify:track:6qrifdo7QINdPQr80IelGi,,,,,,,,clickrow,trackdone,False,False,False,1695883530,False
2023-09-28T06:49:01Z,android,48921,IN,223.233.72.214,9:45,Prabh Singh,9:45,spotify:track:6c4Po8zyQjB4cR5XgLhcGb,,,,,,,,trackdone,fwdbtn,False,True,False,1695883691,False
2023-09-28T06:49:12Z,android,10514,IN,223.233.72.214,Nasamajh,Aditya Rikhari,Nasamajh,spotify:track:2oSnGQbI4tZxImmCs2c4PP,,,,,,,,fwdbtn,endplay,False,True,False,1695883742,False
2023-09-28T06:56:23Z,android,228000,IN,223.233.72.214,Ye Pyar Nahi To Kya Hai,Rahul Jain,Ye Pyar Nahi To Kya Hai,spotify:track:0MNgTp3FLtbPiCvrG8lsru,,,,,,,,clickrow,endplay,False,True,False,1695883752,False
2023-09-28T06:56:30Z,android,5966,IN,223.233.72.214,Jab Koi Baat - Recreated Version,Rahul Jain,Jab Koi Baat,spotify:track:4QNK4GgqikgbAX4jthAwAZ,,,,,,,,trackdone,endplay,False,True,False,1695884183,False
2023-09-28T07:00:17Z,android,228000,IN,223.233.72.214,Ye Pyar Nahi To Kya Hai,Rahul Jain,Ye Pyar Nahi To Kya Hai,spotify:track:0MNgTp3FLtbPiCvrG8lsru,,,,,,,,clickrow,endplay,False,True,False,1695884190,False
2023-09-28T07:02:29Z,android,97660,IN,223.233.72.214,Jab Koi Baat - Recreated Version,Rahul Jain,Jab Koi Baat,spotify:track:4QNK4GgqikgbAX4jthAwAZ,,,,,,,,trackdone,fwdbtn,False,True,False,1695884418,False
2023-09-28T07:02:30Z,android,960,IN,223.233.72.214,Dil Deewana,Sagar Kalra,Dil Deewana,spotify:track:6toZIttVTq28b6YprzBeYA,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695884550,False
2023-09-28T07:02:33Z,android,1146,IN,223.233.72.214,Tere Sath Mein,Ajit Kale,Tere Sath Mein,spotify:track:0xtPojtH8EAgLOP7J6vTV1,,,,,,,,fwdbtn,fwdbtn,False,True,False,1695884551,False
2023-09-28T07:02:37Z,android,4515,IN,223.233.72.214,Dard Pehle Se Hai Zyada (Unplugged),Prashant Katheriya,Dard Pehle Se Hai Zyada (Unplugged),spotify:track:1Oqane2n5o4mPU7pFMrADD,,,,,,,,fwdbtn,endplay,False,True,False,1695884553,False
2023-09-28T07:05:58Z,android,200373,IN,223.233.72.214,"Chaleya (From ""Jawan"")",Anirudh Ravichander,"Chaleya (From ""Jawan"")",spotify:track:4nc6XiUze2Yh7wFueGOPv7,,,,,,,,clickrow,endplay,False,True,False,1695884558,False
2023-09-28T07:09:12Z,android,194653,IN,223.233.72.214,Maan Meri Jaan,King,Champagne Talk,spotify:track:1418IuVKQPTYqt7QNJ9RXN,,,,,,,,trackdone,trackdone,False,False,False,1695884759,False
2023-09-28T07:12:56Z,android,194857,IN,223.233.72.214,Heeriye (feat. Arijit Singh),Jasleen Royal,Heeriye (feat. Arijit Singh),spotify:track:5PUXKVVVQ74C3gl5vKy9Li,,,,,,,,trackdone,trackdone,False,False,False,1695884982,False
2023-09-28T07:14:14Z,android,77252,IN,223.233.72.214,Kali Kali Zulfon Ke (Lo-Fi),Madhur Sharma,Kali Kali Zulfon Ke (Lo-Fi),spotify:track:3mUkVsovIuscQlSoMhmAZt,,,,,,,,trackdone,trackdone,False,False,False,1695885177,False
